29,"850000.00","","USD","March 28, 2007","International Bank for Reconstruction and Development and International Development Association","Government of Timor-Leste","Gas Seep Harvesting project","Loan","1","worldbank.org"
30,"440000.00","","USD","April 11, 2007","International Bank for Reconstruction and Development and International Development Association","Government of Palau","Palau Oil and Gas","Loan","1","worldbank.org"
31,"8000000.00","","USD","May 22, 2007","International Bank for Reconstruction and Development and International Development Association","Government of Madagascar","Additional Financing for the Mineral Resources Governance Project","Loan","1","worldbank.org"
32,"75000000.00","","USD","January 24, 2008","International Bank for Reconstruction and Development and International Development Association","Government of Egypt","Egypt - Natural Gas Connections Project","Loan","1","worldbank.org"
33,"4000000.00","","","July 8, 2008","International Bank for Reconstruction and Development and International Development Association","Government of Soloman Islands","Solomon Islands Sustainable Energy","Grant","1","http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P100311"
34,"3000000.00","","","September 4, 2008","International Bank for Reconstruction and Development and International Development Association","Government of Uganda","Environmental Management and Capacity Building II Additional Finance","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P111366&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
35,"350000000.00","","USD","October 30, 2008","International Bank for Reconstruction and Development and International Development Association","Government of Bangladesh","Siddhirganj Peaking Power Project","Loan","1","worldbank.org"
36,"11000000.00","","USD","November 25, 2008","International Bank for Reconstruction and Development and International Development Association","Government of the Kyrgyz Republic","Emergency Energy Assistance","Grant","1","worldbank.org"
37,"600000000.00","","USD","January 29, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Egypt","EG-Ain Sokhna Power Project","Loan","","worldbank.org"
38,"180000000.00","","","June 18, 2009","International Bank for Reconstruction and Development and International Development Association","Government of India","Coal Plant Refurbish and Modernization","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P100101&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
39,"70000000.00","","","June 23, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Benin","Increased Access to Modern Energy","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P110075&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
40,"55000000.00","","","June 30, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Tunisia","Energy Efficiency and Renewable Investment","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P104266&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
41,"130000000.00","","","August 4, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Bangladesh","Additional Financing For Rural Electrification and Renewable Energy Development Project","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P112963&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
42,"79050000.00","","","August 27, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Senegal","Additional Financing for the Felou Hydroelectric Project (WAPP APL2)","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P114935&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
43,"70000000.00","","","October 15, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Rwanda","Rwanda Electricity Access Scale-up and Sector Wide Approach (SWAp) Development Project","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P111567&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
44,"751875000.00","","","October 20, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Mexico","Mexico Framework for Green Growth Development Policy Loan","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P115608&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
45,"137600000.00","","USD","October 29, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Botswana","Morupule B Generation and Transmission Project [loan]","Loan","","worldbank.org"
46,"242660000.00","","USD","October 29, 2009","International Bank for Reconstruction and Development and International Development Association","Government of Botswana","Morupule B Generation and Transmission Project [guarantee]","Guarantee","","worldbank.org"
47,"20000000.00","","","January 12, 2010","International Bank for Reconstruction and Development and International Development Association","Government of Laos","Rural Electrification Phase II Project of the Rural Electrification (APL) Program","Grant","1","http://web.worldbank.org/external/projects/main?Projectid=P110978&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
48,"5600000.00","","","January 12, 2010","International Bank for Reconstruction and Development and International Development Association","Government of Laos","TA for Capacity Development in Hydropower and Mining Sector","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P109736&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
49,"80000000.00","","","February 4, 2010","International Bank for Reconstruction and Development and International Development Association","Government of Mozambique","MZ-Energy Development and Access Project (APL-2)","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P108444&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
50,"25000000.00","","","April 6, 2010","International Bank for Reconstruction and Development and International Development Association","Government of Tanzania","Additional Financing - Energy Development and Access Expansion Project","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P117260&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
51,"3020000000.00","","USD","April 8, 2010","International Bank for Reconstruction and Development and International Development Association","Eskom","Eskom Investment Support Project [Medupi coal plant]","Loan","1","worldbank.org"
52,"1100000.00","","","May 13, 2010","International Bank for Reconstruction and Development and International Development Association","Government of Bangladesh","GPOBA: Rural Electrification & Renewable Energy","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P119547&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
53,"60000000.00","","USD","","International Bank for Reconstruction and Development and International Development Association","Government of Cameroon","Partial Risk Guarantees for Kribi Gas Power Project","Guarantee","",""
54,"26500000.00","","","December 13, 2007","International Development Association","Government of Tanzania","Energy Development and Access Expansion","Loan","1","http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P101645"
55,"1880000.00","","","May 1, 2008","International Development Association","Government of Tajikistan","Energy Emergency Recovery Assistance Project ","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P110555&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
56,"7900000.00","","","May 13, 2008","International Development Association","Government of Burundi","Multi-Sectoral Water and Electricity Infrastructure Project","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P097974&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
57,"13000000.00","","","June 12, 2008","International Development Association","Government of Cote d'Ivoire","Governance and Institutional Dev.","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P107355&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
58,"12000000.00","","","June 19, 2008","International Development Association","Government of Senegal","Energy Sector Recovery Development Policy Credit","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P105279&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
59,"400000000.00","","","June 16, 2009","International Development Association","Government of Nigeria","Nigeria Electricity and Gas Improvement Project (NEGIP)","Guarantee","1","http://web.worldbank.org/external/projects/main?Projectid=P114277&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
60,"180000000.00","","","June 16, 2009","International Development Association","Government of Nigeria","Nigeria Electricity and Gas Improvement Project (NEGIP)","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P106172&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
61,"400000.00","","","August 7, 2009","International Development Association","Government of Sao Tome and Principe","Public and Natural Resource Management Development Policy Supplemental Grant","Grant","1","http://web.worldbank.org/external/projects/main?Projectid=P116178&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
62,"330000000.00","","","May 27, 2010","International Development Association","Government of Kenya","Electricity Expansion","Loan","1",NULL
63,"15000000.00","","","June 24, 2010","International Development Association","Government of Senegal","Second Sustainable and Participatory Energy Management (PROGEDE II)","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P120629&theSitePK=40941&piPK=64302772&pagePK=64330670&menuPK=64282135&Type=Financial"
64,"180000000.00","","","June 29, 2010","International Development Association","Government of Ethiopia","Additional Financing for Energy Access Project ","Loan","1","http://web.worldbank.org/external/projects/main?Projectid=P120172&theSitePK=40941&piPK=64290415&pagePK=64283627&menuPK=64282134&Type=Overview"
65,"1000000.00","","USD","February 10, 2005","International Finance Corporation","Afren Plc","Afren","Equity","1","Annual Report 2005"
66,"35000000.00","","USD","June 9, 2005","International Finance Corporation","Vaalco Gabon (Etame), Inc.","Vaalco Gabon Offshore Oilfield Development Facility","Loan","1","Annual Report 2005"
67,"255500000.00","","USD","June 30, 2005","International Finance Corporation","Pan American Energy (PAE)","Pan American Energy LLC - Argentine Branch","Loan","1","Annual Report 2005"
68,"45000000.00","","USD","August 9, 2005","International Finance Corporation","Soco International PLC","Soco Facility","Loan","1","Annual Report 2005"
69,"10000000.00","","USD","January 31, 2006","International Finance Corporation","GeoPark Holdings Ltd","Geopark","Loan","1","Annual Report 2005"
70,"50000000.00","","USD","February 24, 2006","International Finance Corporation","Companias Asociadas Petroleras (CAPSA)","Diadema II","Loan","1","Annual Report 2005"
71,"15000000.00","","USD","April 3, 2006","International Finance Corporation","Petrotesting Holding Limited","Petrotesting Colombia S.A.","Equity","1","Annual Report 2006"
72,"15000000.00","","USD","April 6, 2006","International Finance Corporation","Rally Energy Corp.","Rally Energy","Loan","1","Annual Report 2006"
73,"10000000.00","","USD","May 15, 2006","International Finance Corporation","The Red Med Group","RedMed","Loan","1","Annual Report 2006"
74,"50000000.00","","USD","June 22, 2006","International Finance Corporation","Dewan Petroleum Pvt. Ltd.","Dewan Petroleum","","1","Annual Report 2006"
75,"50000000.00","","USD","July 20, 2006","International Finance Corporation","Melrose Resources plc.","Melrose II","Loan","1","Annual Report 2006"
76,"30000000.00","","USD","August 21, 2006","International Finance Corporation","Kappa Resources Colombia Limited","Kappa","Equity","1","Annual Report 2006"
77,"45000000.00","","USD","October 26, 2006","International Finance Corporation","Cairn Energy PLC","Cairn India","Equity","1","ifc.org"
78,"19500000.00","","USD","December 15, 2006","International Finance Corporation","BPZ Energy, Inc.","Block Z-1","Equity","1","Annual Report 2006"
79,"50000000.00","","USD","December 18, 2006","International Finance Corporation","Toreador Resources Corporation","Toreador Resources Corporation","Loan","1","Annual Report 2006"
80,"50000000.00","","USD","January 23, 2007","International Finance Corporation","MB Holding Company LLC","MB Holding Company LLC / Partial Credit Guarantee","Garantee","1","ifc.org"
81,"10000000.00","","USD","February 16, 2007","International Finance Corporation","IPR Group of Companies","IPR Egypt","Equity","1","ifc.org"
82,"200000000.00","","USD","May 31, 2007","International Finance Corporation","Petronet LNG Ltd","Petronet","","1","ifc.org"
83,"69000000.00","","USD","May 31, 2007","International Finance Corporation","Engro Energy (Pvt) Limited","Engro Energy (Pvt) Limited","","1","ifc.org"
84,"8000000.00","","USD","June 1, 2007","International Finance Corporation","Lanco Amarkantak Power Private Ltd","Lanco Amarkantak Thermal Power Station","Equilty","1","ifc.org"
85,"121800000.00","","USD","June 21, 2007","International Finance Corporation","PT Adaro Energy","PT Makmur Sejahtera Wisesa","Loan","1","ifc.org"
86,"20000000.00","","USD","June 21, 2007","International Finance Corporation","Melrose Resources plc","Melrose II Expansion","Loan","1","ifc.org"
87,"50000000.00","","USD","June 30, 2007","International Finance Corporation","Queiroz Galvao Oleo e Gas S.A.","QGOG Rigs","Loan","1","ifc.org"
88,"550000000.00","","USD","July 5, 2007","International Finance Corporation","Pan American Energy (PAE)","Pan American Energy LLC","","1","ifc.org"
89,"10000000.00","","USD","July 19, 2007","International Finance Corporation","Maple Energy plc","Maple Energy","","1","ifc.org"
90,"26000000.00","","USD","August 23, 2007","International Finance Corporation","Far East Energy Corporation","Far East Energy Corporation","","1","ifc.org"
91,"30000000.00","","USD","October 1, 2007","International Finance Corporation","Gujarat State Petronet Ltd","GSPL","Equity","1","ifc.org"
92,"45000000.00","","","October 11, 2007","International Finance Corporation","Government of Turkey","Delta Petroleum","Loan","1","http://www.ifc.org/ifcext/spiwebsite1.nsf/0/8B76E2D2CF967B4E852576BA000E2A3A"
93,"50000000.00","","USD","October 15, 2007","International Finance Corporation","Schahin Group","Schahin Rigs","Loan","1","ifc.org"
94,"271200000.00","","USD","November 8, 2007","International Finance Corporation","Masinloc Power Partners Co Ltd","Masinloc Power Partners Co Ltd","Equity","1","ifc.org"
95,"50000000.00","","USD","December 14, 2007","International Finance Corporation","Vostok Energy Limited","Vostok","Equity","1","ifc.org"
96,"30000000.00","","USD","January 16, 2008","International Finance Corporation","Punj Lloyd Limited","Punj Upstream Phase One","Equity","1","ifc.org"
97,"300000000.00","","USD","January 31, 2008","International Finance Corporation","Peru LNG S.R.L.","Peru LNG","Equity","1","ifc.org"
98,"92281800.00","60000000","Euro","February 8, 2008","International Finance Corporation","SENCAP","South Eastern Energy Capital","Equity","1","http://www.ifc.org/ifcext/spiwebsite1.nsf/2bc34f011b50ff6e85256a550073ff1c/e0594424ebffe4b0852576c10080cd2a?opendocument&Highlight=0,sencap"
99,"37000000.00","","USD","February 28, 2008","International Finance Corporation","Roch S.A.","ROCH","","1","ifc.org"
100,"280500000.00","","USD","March 13, 2008","International Finance Corporation","Enerjisa Enerji Uretim A.S.","Enerjisa Enerji Uretim A.S.","","1","ifc.org"
101,"450000000.00","","USD","April 8, 2008","International Finance Corporation","Coastal Gujarat Power Limited","Tata Ultra Mega","","1","ifc.org"
102,"75000000.00","","USD","June 6, 2008","International Finance Corporation","Salamander Energy plc","Salamander","Loan","1","ifc.org"
103,"300000000.00","","USD","June 12, 2008","International Finance Corporation","Emerald Energy Corp","Calaca Power","","1","ifc.org"
104,"250000000.00","","USD","June 24, 2008","International Finance Corporation","Cairn India Ltd","Cairn India II","Loan","1","ifc.org"
105,"4000000.00","","USD","June 27, 2008","International Finance Corporation","Geometric Power Ltd","Geometric","Equity","1","ifc.org"
106,"121800000.00","","","June 30, 2008","International Finance Corporation","PT Adaro Energy","PT Makmur Sejahtera Wisesa","Loan","1","http://www.ifc.org/ifcext/spiwebsite1.nsf/2bc34f011b50ff6e85256a550073ff1c/b6de0f004c9b8f3b852576c10080cd54?opendocument"
107,"15500000.00","","","June 30, 2008","International Finance Corporation","BPZ Energy, Inc.","Block Z-1","Loan","1","Source: H. Mainhardt, BIC"
108,"50000000.00","","USD","October 30, 2008","International Finance Corporation","Creative Energy Resources","Creative Energy Resources","Equity","1","ifc.org"
109,"30000000.00","","USD","December 2, 2008","International Finance Corporation","TOPIC, S.A.","TOPIC, S.A.","Equity","1","ifc.org"
110,"50000000.00","","","December 17, 2008","International Finance Corporation","Galnaftogaz","Galnaftogaz Expansion Phase II","Loan","1","http://www.ifc.org/ifcext/spiwebsite1.nsf/0/273920FA2C95F1ED852576BA000E2A69"
111,"25000000.00","","USD","January 7, 2009","International Finance Corporation","Salamander Energy plc","Salamander Energy plc","Equity","1","ifc.org"
112,"25000000.00","","USD","January 18, 2009","International Finance Corporation","Palmet Enerji A.S.","Palmet Enerji","Loan","","ifc.org"
113,"100000000.00","","USD","February 19, 2009","International Finance Corporation","Kosmos Energy","Kosmos Energy","Equity","1","ifc.org"
114,"115000000.00","","USD","February 19, 2009","International Finance Corporation","Tullow Oil","Tullow Oil","Equity","1","ifc.org"
115,"65000000.00","","USD","May 5, 2009","International Finance Corporation","Bankers Petroleum Ltd ","Bankers Petroleum","Equity","1","ifc.org"
116,"18000000.00","","USD","June 5, 2009","International Finance Corporation","","E-Power S.A.","Loan","","ifc.org"
117,"50000000.00","","USD","June 26, 2009","International Finance Corporation","Izmit Gaz Dagätäm Sanayi ve Ticaret A.S. (IZGAZ)","IZGAZ","Loan","","ifc.org"
118,"50000000.00","","USD","July 6, 2009","International Finance Corporation","Kuwait Energy Company KSCC","Kuwait Energy Company KSCC","Loan","","ifc.org"
119,"250000000.00","","USD","August 28, 2009","International Finance Corporation","Pan American Energy (PAE)","PAE G San Jorge","Loan","","ifc.org"
120,"16500000.00","","USD","September 21, 2009","International Finance Corporation","Energy International","Termo Rubiales","Loan","","ifc.org"
121,"740000000.00","","USD","December 19, 2009","International Finance Corporation","Suez Energy Andino","CTA","","1","ifc.org"
122,"50000000.00","","USD","December 21, 2009","International Finance Corporation","Borets International Ltd ","Borets","Loan","","ifc.org"
123,"38000000.00","","USD","December 22, 2009","International Finance Corporation","ContourGlobal Togo S.A","CG Togo","Equity","","ifc.org"
124,"20000000.00","","USD","January 6, 2010","International Finance Corporation","GeoPark Holdings Ltd","Tranquilo and Otway UJVs ","Equity","1","ifc.org"
125,"30800000.00","","USD","January 28, 2010","International Finance Corporation","AES Dibamba Power Development Corporation ","Dibamba","Loan","","ifc.org"
126,"50000000.00","","USD","March 12, 2010","International Finance Corporation","Gas Natural de Lima y Callao S.A. (Calidda) ","Calidda Peru","Loan","","ifc.org"
127,"100000000.00","","USD","March 25, 2010","International Finance Corporation","Constellation Overseas, Ltd.","Constellation","Equity","","ifc.org"
128,"629000000.00","","USD","April 29, 2010","International Finance Corporation","Jubilee Ghana MV 21 B.V.","Jubilee FPSO","Loan","1","ifc.org"
129,"60000000.00","","USD","May 19, 2010","International Finance Corporation","Companias Asociadas Petroleras (CAPSA)","Diadema III","Equity","","ifc.org"
130,"42774900.00","24000000","EURO","","International Finance Corporation","Kribi Power Development Company","Kribi","Loan","1","ifc.org"
131,"33000000.00","","USD","","International Finance Corporation","Medanito S.A.","Medanito","Equity","","ifc.org"
132,"75000000.00","","USD","January 1, 2005","Multilateral Investment Guarantee Agency","West African Gas Pipeline Company Limited, a Bermuda-incorporated company","West African Gas Pipeline Company Ltd., Ghana","Guarantee","1","Annual Report 2005"
133,"122000000.00","","USD","January 1, 2006","Multilateral Investment Guarantee Agency","Cementhai Chemicals Co., Ltd., Itochu Corporation, National Petrochemical Public Company Limited ","Mehr Petrochemical Company (JV)","Guarantee","1","Annual Report 2006 and miga.org"
134,"49700000.00","","USD","January 1, 2007","Multilateral Investment Guarantee Agency","Republic of Mozambique Pipeline Investment Company","Companhia Mozambique de Gasuduto SARL (CMG)","Guarantee","1","miga.org"
135,"33000000.00","","USD","July 1, 2008","Multilateral Investment Guarantee Agency","Cobra Concesiones S. L.","Serra da Mesa Transmissora de Energia S.A. ","Guarantee","1","miga.org"
136,"127900000.00","","USD","March 2, 2010","Multilateral Investment Guarantee Agency","InfraCo Ltd.","Cape Verde Wind Project ","Guarantee","","miga.org"
137,"225000000.00","","USD","April 15, 2010","Multilateral Investment Guarantee Agency","Jubilee Ghana MV 21 B.V.","FPSO Kwame Nkrumah MV 21","Loan","","miga.org"
138,"40000000.00","","USD","November 1, 2010","Multilateral Investment Guarantee Agency","Société Générale (Canada Branch)","Takoradi Power Project ","Guarantee","","miga.org"
139,"99000000.00","","USD","March 1, 2011","Multilateral Investment Guarantee Agency","ContourGlobal","KivuWatt Ltd. ","Guarantee","","miga.org"
140,"20600000.00","","USD","2007","Multilateral Investment Guarantee Agency","Cobra Instalaciones y Servicios, S.A.","Porto Primavera Transmissora de Energia Ltda. (PPTE) ","Guarantee","1","miga.org"
141,"35400000.00","","USD","2007","Multilateral Investment Guarantee Agency","Cobra Instalaciones y Servicios, S.A.","Itumbiara Transmissora de Energia Ltda. (ITE)","Guarantee","1","miga.org"
142,"102600000.00","","USD","2007","Multilateral Investment Guarantee Agency","Rodeo Power Pte. Ltd.","Termoguayas Generation S.A.","Guarantee","1","miga.org"
143,"39600000.00","","USD","2007","Multilateral Investment Guarantee Agency","Globeleq Holdings (ConCo) Limited","Umeme Limited ","Guarantee","1","miga.org"
144,"19890000.00","","USD","2008","Multilateral Investment Guarantee Agency","Energy Engineering Investment Limited","Hydelec Madagascar S.A. ","Guarantee","1","miga.org"
145,"88300000.00","","USD","2008","Multilateral Investment Guarantee Agency","Ormat Holding Corporation","OrPower 4, Inc. ","Guarantee","1","miga.org"
146,"","9375000","NOK","March 8, 1999","Norwegian Agency for International Development","Government of Vietnam","Development of Management Systems on Safety and Pollution control in the Vietnamese Petroleum Industry ","Grant","1","OfD Annual Report FY2006, http://www.scribd.com/doc/6701663/NORWAY-OIL-FOR-DEVELOPMENT-DIRECTORATE-20062007"
147,"","19600000","NOK","December 6, 2005","Norwegian Agency for International Development","Government of Uganda","Strengthening the State Petroleum Administration of the upstream sector in Uganda","Grant","1","OfD Annual Report FY2008, http://www.norad.no/en/_attachment/132920/binary/58252?download=true"
148,"","2000000","NOK","December 15, 2005","Norwegian Agency for International Development","Government of Kenya","Short-term assistance to Kenyan petroleum authorities","Grant","1","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
149,"8800000.00","","","December 30, 2005","Norwegian Agency for International Development","Government of Cambodia","Development of Cambodia's oil and gas industry","Grant","1","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
150,"","27000000","NOK","October 4, 2006","Norwegian Agency for International Development","Government of Angola","Institutional cooperation programme on petroleum sector development, phase II","Grant","1","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
151,"","41000000","NOK","November 6, 2006","Norwegian Agency for International Development","Government of Mozambique","Institutional support","Grant","1","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
152,"","15000000","NOK","October 8, 2007","Norwegian Agency for International Development","Government of Afghanistan","Institutional capacity building program and expert assistance on legal framework, fiscal terms, environmental management, and support to the Ministry of Mines for international tendering of oil and gas blocks","Grant","","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
153,"","16000000","NOK","November 5, 2007","Norwegian Agency for International Development","Government of Bolivia","Capacity building for the Bolivian Ministry of Hydrocarbons and Energy","Grant","1","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
154,"","14500000","NOK","February 25, 2008","Norwegian Agency for International Development","Government of Ghana","Short- and long-term institutional cooperation","Grant","","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
155,"","67200000","NOK","May 20, 2008","Norwegian Agency for International Development","Government of Timor-Leste","Assistance in developing the management of the petroleum sector in Timor-Leste, phase II","Grant","","OfD Annual Report FY2009, www.norad.no/en/Tools+and+publications/Publications/Publication+page?key=178576"
